school_code,school_name,school_type,state,district,postcode,active
TEA6081,SEKOLAH MENENGAH KEBANGSAAN PENAREK,SMK,TERENGGANU,SETIU,22120,true
TEA6082,SEKOLAH MENENGAH KEBANGSAAN SAUJANA,SMK,TERENGGANU,SETIU,22110,true
TEA6083,SEKOLAH MENENGAH KEBANGSAAN CHALOK,MODEL KHAS,TERENGGANU,SETIU,21450,true
TEA6084,SEKOLAH MENENGAH KEBANGSAAN PELONG,SMK,TERENGGANU,SETIU,21500,true
TEA6085,SEKOLAH MENENGAH KEBANGSAAN GUNTONG,SMK,TERENGGANU,SETIU,22100,true
TEA6086,SEKOLAH MENENGAH KEBANGSAAN LEMBAH BIDONG,SMK,TERENGGANU,SETIU,21010,true
TEA6087,SEKOLAH MENENGAH KEBANGSAAN PUTERA JAYA,SMK,TERENGGANU,SETIU,22100,true
TEA6088,SEKOLAH MENENGAH KEBANGSAAN LANGKAP,SMK,TERENGGANU,SETIU,21500,true
TEA6089,SEKOLAH MENENGAH KEBANGSAAN BUKIT NENAS,SMK,TERENGGANU,SETIU,21500,true
TEA6090,SEKOLAH MENENGAH SAINS SETIU,SBP,TERENGGANU,SETIU,22100,true
TEA7001,SEKOLAH MENENGAH KEBANGSAAN IBRAHIM FIKRI,SMK,TERENGGANU,KUALA NERUS,21300,true
TEA7002,SEKOLAH MENENGAH KEBANGSAAN TENGKU MIZAN ZAINAL ABIDIN,SMK,TERENGGANU,KUALA NERUS,21020,true
TEA7003,SEKOLAH MENENGAH KEBANGSAAN BUKIT GUNTONG,SMK,TERENGGANU,KUALA NERUS,21060,true
TEA7004,SEKOLAH MENENGAH KEBANGSAAN BUKIT TUNGGAL,SMK,TERENGGANU,KUALA NERUS,21200,true
TEA7005,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS MENGABANG TELIPOT,SMK,TERENGGANU,KUALA NERUS,21030,true
TEA7006,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS GONG BADAK,SMK,TERENGGANU,KUALA NERUS,21300,true
TEA7007,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS SEBERANG TAKIR,SMK,TERENGGANU,KUALA NERUS,21300,true
TEA7008,SEKOLAH MENENGAH KEBANGSAAN PADANG KEMUNTING,SMK,TERENGGANU,KUALA NERUS,21020,true
TEA7009,SEKOLAH MENENGAH KEBANGSAAN BATU RAKIT,SMK,TERENGGANU,KUALA NERUS,21020,true
TEA7010,SEKOLAH MENENGAH KEBANGSAAN KOMPLEKS TEMBESU,SMK,TERENGGANU,KUALA NERUS,21060,true
TEA7011,SEKOLAH SUKAN MALAYSIA TERENGGANU,SUKAN,TERENGGANU,KUALA NERUS,21300,true
TEB0062,SEKOLAH MENENGAH KEBANGSAAN TENGKU MAHMUD,SMK,TERENGGANU,BESUT,22200,true
TEB1031,SEKOLAH MENENGAH KEBANGSAAN SULTAN OMAR,SMK,TERENGGANU,DUNGUN,23000,true
TEB2025,SEKOLAH MENENGAH KEBANGSAAN SULTAN ISMAIL,SMK,TERENGGANU,KEMAMAN,24000,true
TEB3091,SEKOLAH MENENGAH KEBANGSAAN SULTAN SULAIMAN,SMK,TERENGGANU,KUALA TERENGGANU,20400,true
TEB3092,SEKOLAH MENENGAH KEBANGSAAN TENGKU BARIAH,SMK,TERENGGANU,KUALA TERENGGANU,21100,true
TEB3093,SEKOLAH MENENGAH KEBANGSAAN CHUNG HWA WEI SIN,SMK,TERENGGANU,KUALA TERENGGANU,21100,true
TEE5036,SEKOLAH MENENGAH KEBANGSAAN TENGKU AMPUAN INTAN,SMK,TERENGGANU,HULU TERENGGANU,21700,true
TEE7001,SEKOLAH MENENGAH SAINS SULTAN MAHMUD,SBP,TERENGGANU,KUALA NERUS,21300,true
TFT0001,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-BESUT,SM SABK,TERENGGANU,BESUT,22000,true
TFT0002,SMA ITTIFAKIAH,SM SABK,TERENGGANU,BESUT,22000,true
TFT0003,SMA MAARIF,SM SABK,TERENGGANU,BESUT,22200,true
TFT1001,SEKOLAH MENENGAH AGAMA SULTAN ISMAIL,SM SABK,TERENGGANU,DUNGUN,23000,true
TFT1002,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-DUNGUN,SM SABK,TERENGGANU,DUNGUN,23000,true
TFT2001,SMA AL FALAH,SM SABK,TERENGGANU,KEMAMAN,24000,true
TFT2002,SEKOLAH MENENGAH AGAMA IMTIAZ KEMAMAN,SM SABK,TERENGGANU,KEMAMAN,24100,true
TFT3001,SMA KHAIRIAH,SM SABK,TERENGGANU,KUALA TERENGGANU,20300,true
TFT3002,SMA (ATAS) SULTAN ZAINAL ABIDIN,SM SABK,TERENGGANU,KUALA TERENGGANU,20400,true
TFT3003,SMA SULTAN ZAINAL ABIDIN LADANG,SM SABK,TERENGGANU,KUALA TERENGGANU,20000,true
TFT3004,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-KUALA TERENGGANU,SM SABK,TERENGGANU,KUALA TERENGGANU,20050,true
TFT4001,SEKOLAH MENENGAH AGAMA MARANG,SM SABK,TERENGGANU,MARANG,21600,true
TFT5001,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU-KUALA BERANG,SM SABK,TERENGGANU,HULU TERENGGANU,21700,true
TFT5002,SMA MAHMUDIAH,SM SABK,TERENGGANU,HULU TERENGGANU,21700,true
TFT6001,SEKOLAH MENENGAH AGAMA SETIU,SM SABK,TERENGGANU,SETIU,22100,true
TFT6002,SEKOLAH MENENGAH IMTIAZ YAYASAN TERENGGANU SETIU,SM SABK,TERENGGANU,SETIU,22110,true
THA0001,KOLEJ VOKASIONAL BESUT,KV,TERENGGANU,BESUT,22200,true
THA0002,KOLEJ VOKASIONAL SULTAN MIZAN,KV,TERENGGANU,BESUT,22200,true
THA1001,KOLEJ VOKASIONAL DUNGUN,KV,TERENGGANU,DUNGUN,23000,true
THA2002,KOLEJ VOKASIONAL KEMAMAN,KV,TERENGGANU,KEMAMAN,24000,true
THA5001,KOLEJ VOKASIONAL KUALA BERANG,KV,TERENGGANU,HULU TERENGGANU,21700,true
THA7001,KOLEJ VOKASIONAL WAKAF TEMBESU,KV,TERENGGANU,KUALA NERUS,21300,true
TKE7001,SEKOLAH MENENGAH TEKNIK KUALA TERENGGANU,SMT,TERENGGANU,KUALA NERUS,21300,true
TRA0001,SEKOLAH MENENGAH KEBANGSAAN AGAMA NURUL ITTIFAQ,SMKA,TERENGGANU,BESUT,22300,true
TRA0002,SEKOLAH MENENGAH KEBANGSAAN AGAMA WATANIAH,SMKA,TERENGGANU,BESUT,22000,true
TRA1001,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) KUALA ABANG,SMKA,TERENGGANU,DUNGUN,23050,true
TRA3002,SEKOLAH MENENGAH KEBANGSAAN AGAMA SHEIKH ABDUL MALEK,SMKA,TERENGGANU,KUALA TERENGGANU,20400,true
TRA4016,SEKOLAH MENENGAH KEBANGSAAN (AGAMA) DURIAN GULING,SMKA,TERENGGANU,MARANG,21040,true
TRA7001,SEKOLAH MENENGAH KEBANGSAAN AGAMA DATO' HAJI ABBAS,SMKA,TERENGGANU,KUALA NERUS,21060,true
TRA7002,SEKOLAH BERASRAMA PENUH INTEGRASI BATU RAKIT,SBP,TERENGGANU,KUALA NERUS,21020,true
WEA0194,SEKOLAH MENENGAH KEBANGSAAN TAMAN BUKIT MALURI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52100,true
WEA0195,SEKOLAH MENENGAH KEBANGSAAN SUNGAI BESI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57000,true
WEA0196,SEKOLAH MENENGAH KEBANGSAAN AMINUDDIN BAKI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEA0197,SEKOLAH MENENGAH KEBANGSAAN PUTERI WILAYAH,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,50300,true
WEA0198,KOLEJ TINGKATAN ENAM PUDU JAYA,KT6,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEA0199,SEKOLAH MENENGAH KEBANGSAAN PADANG TEMBAK,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,54100,true
WEA0201,SEKOLAH MENENGAH KEBANGSAAN PETALING,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,58200,true
WEA0202,SEKOLAH MENENGAH KEBANGSAAN RAJA ALI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA0206,SEKOLAH MENENGAH SAINS SELANGOR,SBP,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0208,SEKOLAH MENENGAH KEBANGSAAN KEPONG BARU,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52100,true
WEA0210,SEKOLAH MENENGAH KEBANGSAAN TAMAN TUN DR. ISMAIL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,60000,true
WEA0211,SEKOLAH MENENGAH KEBANGSAAN PENDIDIKAN KHAS SETAPAK,SM KHAS,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0212,SEKOLAH MENENGAH KEBANGSAAN TAMAN DESA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,58100,true
WEA0213,SEKOLAH MENENGAH KEBANGSAAN BUKIT BANDARAYA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,59000,true
WEA0214,SEKOLAH MENENGAH KEBANGSAAN WANGSA MAJU SEKSYEN 2,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0215,SEKOLAH MENENGAH KEBANGSAAN ZON R1 WANGSA MAJU,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0216,SEKOLAH MENENGAH KEBANGSAAN TAMAN CONNAUGHT,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0217,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SENTUL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51000,true
WEA0218,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU SERI PETALING,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57000,true
WEA0219,SEKOLAH MENENGAH KEBANGSAAN TAMAN YARL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,58200,true
WEA0220,SEKOLAH MENENGAH KEBANGSAAN SERI HARTAMAS,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,50480,true
WEA0221,SEKOLAH MENENGAH KEBANGSAAN TAMAN SERI RAMPAI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0222,SEKOLAH MENENGAH KEBANGSAAN BANDAR TUN RAZAK,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0223,SEKOLAH MENENGAH KEBANGSAAN DESA PERDANA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,58100,true
WEA0224,SEKOLAH MENENGAH KEBANGSAAN TAMAN MELATI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53100,true
WEA0225,SEKOLAH MENENGAH KEBANGSAAN SEKSYEN 5 WANGSA MAJU,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0226,SEKOLAH MENENGAH KEBANGSAAN DESA TUN HUSSEIN ONN,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,54200,true
WEA0227,SEKOLAH MENENGAH KEBANGSAAN MENJALARA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52100,true
WEA0228,SEKOLAH MENENGAH KEBANGSAAN SEGAMBUT JAYA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA0229,SEKOLAH MENENGAH KEBANGSAAN WANGSA MELAWATI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0230,SEKOLAH SUKAN BUKIT JALIL,SUKAN,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57000,true
WEA0231,SEKOLAH MENENGAH KEBANGSAAN DATO' IBRAHIM YAACOB,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA0232,SEKOLAH MENENGAH KEBANGSAAN TAMAN SETIAWANGSA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,54200,true
WEA0233,SEKOLAH MENENGAH KEBANGSAAN BANDAR TASIK SELATAN,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57000,true
WEA0234,SEKOLAH MENENGAH KEBANGSAAN BATU MUDA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51100,true
WEA0235,SEKOLAH MENENGAH KEBANGSAAN SETAPAK INDAH,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53100,true
WEA0236,SEKOLAH MENENGAH KEBANGSAAN SINAR BINTANG,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52100,true
WEA0237,SEKOLAH MENENGAH KEBANGSAAN SERI SAUJANA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57000,true
WEA0238,SEKOLAH MENENGAH KEBANGSAAN MIHARJA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55200,true
WEA0239,SEKOLAH MENENGAH KEBANGSAAN BUKIT JALIL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57000,true
WEA0240,SEKOLAH MENENGAH KEBANGSAAN DESA PETALING,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,57100,true
WEA0241,SEKOLAH MENENGAH KEBANGSAAN SERI BINTANG SELATAN,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56100,true
WEA0242,SEKOLAH MENENGAH KEBANGSAAN DANAU KOTA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53300,true
WEA0243,SEKOLAH MENENGAH KEBANGSAAN SEGAMBUT,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA0244,SEKOLAH MENENGAH KEBANGSAAN SERI MULIA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0245,SEKOLAH MENENGAH KEBANGSAAN SERI TASIK,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0246,SEKOLAH MENENGAH KEBANGSAAN SERI PERMAISURI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0247,SEKOLAH MENENGAH SAINS ALAM SHAH,SBP,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0248,SEKOLAH MENENGAH SAINS SERI PUTERI,SBP,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA0249,SEKOLAH MENENGAH KEBANGSAAN KIARAMAS,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,50480,true
WEA0250,SEKOLAH MENENGAH KEBANGSAAN SERI MUTIARA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0251,SEKOLAH MENENGAH KEBANGSAAN COCHRANE PERKASA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEA0252,SEKOLAH MENENGAH KEBANGSAAN ALAM DAMAI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0253,SEKOLAH MENENGAH KEBANGSAAN SENTUL UTAMA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA0255,SEKOLAH BIMBINGAN JALINAN KASIH,SBJK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,50300,true
WEA0256,KOLEJ TINGKATAN ENAM DESA MAHKOTA,KT6,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52200,true
WEA0257,SEKOLAH MENENGAH KEBANGSAAN ORKID DESA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEA0258,SEKOLAH SENI MALAYSIA KUALA LUMPUR,SENI,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEA0259,SEKOLAH MENENGAH KEBANGSAAN KERAMAT WANGSA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,54200,true
WEA0260,SEKOLAH MENENGAH KEBANGSAAN TIARA PERMAI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEA1001,SEKOLAH MENENGAH SAINS LABUAN,SBP,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87032,true
WEA1002,SEKOLAH MENENGAH KEBANGSAAN LAJAU,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87025,true
WEA1003,SEKOLAH MENENGAH KEBANGSAAN TAMAN PERUMAHAN BEDAUN,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87028,true
WEA1004,SEKOLAH MENENGAH KEBANGSAAN PANTAI,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87027,true
WEA1005,SEKOLAH MENENGAH KEBANGSAAN RANCHA-RANCHA,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87024,true
WEA2001,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 8(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62250,true
WEA2002,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 9(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62250,true
WEA2003,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 16(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62150,true
WEA2004,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 11(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62300,true
WEA2005,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 9(2),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62250,true
WEA2006,SEKOLAH SULTAN ALAM SHAH,SBP,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62520,true
WEA2007,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 14(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62300,true
WEA2008,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 11(2),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62300,true
WEA2009,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 18(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62150,true
WEA2010,SEKOLAH MENENGAH KEBANGSAAN PUTRAJAYA PRESINT 5(1),SMK,WILAYAH PERSEKUTUAN PUTRAJAYA,JPWP PUTRAJAYA,62000,true
WEB0206,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANG,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,55000,true
WEB0207,SEKOLAH MENENGAH KEBANGSAAN PUTERI AMPANG,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,55000,true
WEB0208,SEKOLAH MENENGAH KEBANGSAAN (P) AIR PANAS,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53200,true
WEB0209,SEKOLAH MENENGAH KEBANGSAAN SERI BINTANG UTARA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56100,true
WEB0210,SEKOLAH MENENGAH KEBANGSAAN CHERAS,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WEB0211,SEKOLAH MENENGAH KEBANGSAAN COCHRANE,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0212,SEKOLAH MENENGAH KEBANGSAAN CONFUCIAN,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,50150,true
WEB0213,SEKOLAH MENENGAH KEBANGSAAN CONVENT BUKIT NANAS,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,50250,true
WEB0214,SEKOLAH MENENGAH KEBANGSAAN CONVENT JALAN PEEL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0215,SEKOLAH MENENGAH KEBANGSAAN CONVENT SENTUL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51000,true
WEB0216,SEKOLAH MENENGAH KEBANGSAAN TINGGI SETAPAK,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53200,true
WEB0217,SEKOLAH MENENGAH KEBANGSAAN (P) BANDARAYA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0218,SEKOLAH MENENGAH KEBANGSAAN MAXWELL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,50480,true
WEB0219,SEKOLAH MENENGAH KEBANGSAAN (L) METHODIST,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,50150,true
WEB0220,SEKOLAH MENENGAH KEBANGSAAN (L) METHODIST SENTUL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51000,true
WEB0221,SEKOLAH MENENGAH KEBANGSAAN (P) PUDU,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55200,true
WEB0222,SEKOLAH MENENGAH KEBANGSAAN ST. GABRIEL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0223,ST. JOHN'S INSTITUTION,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,50250,true
WEB0224,SEKOLAH MENENGAH KEBANGSAAN ST. MARY,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52100,true
WEB0225,SEKOLAH MENENGAH KEBANGSAAN (P) METHODIST,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,50480,true
WEB0226,VICTORIA INSTITUTION,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55200,true
WEB0227,SEKOLAH MENENGAH KEBANGSAAN DATOK LOKMAN,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0228,SEKOLAH MENENGAH KEBANGSAAN (P) JALAN IPOH,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51200,true
WEB0229,SEKOLAH MENENGAH KEBANGSAAN SERI PANTAI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,59200,true
WEB0230,SEKOLAH MENENGAH KEBANGSAAN SERI SENTOSA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,58200,true
WEB0231,SEKOLAH MENENGAH KEBANGSAAN DATO' ONN,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55200,true
WEB0232,SEKOLAH MENENGAH KEBANGSAAN TAMAN MALURI,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0233,SEKOLAH MENENGAH KEBANGSAAN SERI TITIWANGSA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53200,true
WEB0234,SEKOLAH MENENGAH KEBANGSAAN PUTERI TITIWANGSA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW KERAMAT,53200,true
WEB0235,SEKOLAH MENENGAH KEBANGSAAN VIVEKANANDA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,50470,true
WEB0236,SEKOLAH MENENGAH KEBANGSAAN LA SALLE BRICKFIELDS,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,50470,true
WEB0237,SEKOLAH MENENGAH KEBANGSAAN YAACOB LATIF,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,55100,true
WEB0238,SEKOLAH MENENGAH KEBANGSAAN LA SALLE SENTUL,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,51000,true
WEB0243,SEKOLAH MENENGAH KEBANGSAAN DHARMA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,58200,true
WEB0247,SEKOLAH MENENGAH KEBANGSAAN CHONG HWA,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,53000,true
WEB0248,SEKOLAH MENENGAH KEBANGSAAN RAJA ABDULLAH,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52000,true
WEB0249,SEKOLAH MENENGAH KEBANGSAAN JINJANG,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW SENTUL,52000,true
WEB0256,SEKOLAH MENENGAH KEBANGSAAN BANGSAR,SMK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,59000,true
WEE1011,SEKOLAH MENENGAH KEBANGSAAN LABUAN,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87021,true
WEE1015,SEKOLAH MENENGAH KEBANGSAAN MUTIARA,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87027,true
WFE1019,SEKOLAH MENENGAH KEBANGSAAN ST ANNE,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87020,true
WFE1022,SEKOLAH MENENGAH KEBANGSAAN ST ANTHONY,SMK,WILAYAH PERSEKUTUAN LABUAN,JPWP LABUAN,87023,true
WFT0001,SMA MAJLIS AGAMA ISLAM WILAYAH PERSEKUTUAN,SM SABK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
WFT0002,SEKOLAH MENENGAH INTEGRASI SAINS TAHFIZ (SMISTA) MAIWP,SM SABK,WILAYAH PERSEKUTUAN KUALA LUMPUR,PPW BANGSAR PUDU,56000,true
