school_code,school_name,school_type,state,district,postcode,active
AEA0033,SEKOLAH MENENGAH KEBANGSAAN HAMID KHAN,SMK,PERAK,BATANG PADANG,35000,true
AEA0035,SEKOLAH MENENGAH KEBANGSAAN TROLAK SELATAN,SMK,PERAK,BATANG PADANG,35600,true
AEA0037,SEKOLAH MENENGAH KEBANGSAAN (FELDA) BESOUT,SMK,PERAK,BATANG PADANG,35600,true
AEA0038,SEKOLAH MENENGAH KEBANGSAAN SUNGAI KERUIT,SMK,PERAK,BATANG PADANG,35600,true
AEA0039,SEKOLAH MENENGAH KEBANGSAAN AIR KUNING,SMK,PERAK,BATANG PADANG,31920,true
AEA0040,SEKOLAH MENENGAH KEBANGSAAN CHENDERIANG,SMK,PERAK,BATANG PADANG,35350,true
AEA0041,KOLEJ TINGKATAN ENAM TAPAH,KT6,PERAK,BATANG PADANG,35000,true
AEA0042,SEKOLAH MENENGAH KEBANGSAAN BIDOR,SMK,PERAK,BATANG PADANG,35500,true
AEA0043,SEKOLAH MENENGAH SAINS TAPAH,SBP,PERAK,BATANG PADANG,35000,true
AEA1109,SEKOLAH MENENGAH KEBANGSAAN SERI MANJUNG,SMK,PERAK,MANJUNG,32040,true
AEA1110,SEKOLAH MENENGAH KEBANGSAAN AHMAD BOESTAMAM,SMK,PERAK,MANJUNG,32000,true
AEA1111,SEKOLAH MENENGAH KEBANGSAAN PANGKALAN TLDM,SMK,PERAK,MANJUNG,32100,true
AEA1112,SEKOLAH MENENGAH KEBANGSAAN BATU SEPULUH,SMK,PERAK,MANJUNG,32020,true
AEA1113,SEKOLAH MENENGAH KEBANGSAAN PANTAI REMIS,SMK,PERAK,MANJUNG,34900,true
AEA1114,SEKOLAH MENENGAH KEBANGSAAN SERI SAMUDERA,SMK,PERAK,MANJUNG,32040,true
AEA1115,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT BERUAS,SMK,PERAK,MANJUNG,32700,true
AEA1116,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' SERI KAMARUDDIN,SMK,PERAK,MANJUNG,32040,true
AEA2041,SEKOLAH MENENGAH KEBANGSAAN RAJA CHULAN,SMK,PERAK,KINTA UTARA,31400,true
AEA2043,SEKOLAH MENENGAH KEBANGSAAN JALAN PASIR PUTEH,SMK,PERAK,KINTA UTARA,31650,true
AEA2044,SEKOLAH MENENGAH KEBANGSAAN GUNUNG RAPAT,SMK,PERAK,KINTA UTARA,31350,true
AEA2045,SEKOLAH MENENGAH KEBANGSAAN RAJA PERMAISURI BAINUN,SMK,PERAK,KINTA UTARA,30020,true
AEA2046,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ. MOHD TAIB,SMK,PERAK,KINTA UTARA,31200,true
AEA2047,SEKOLAH MENENGAH KEBANGSAAN SERI KELEDANG,SMK,PERAK,KINTA UTARA,31450,true
AEA2048,SEKOLAH MENENGAH KEBANGSAAN KG. DATO' AHMAD SAID,SMK,PERAK,KINTA UTARA,30020,true
AEA2049,SEKOLAH MENENGAH KEBANGSAAN KG PASIR PUTEH,SMK,PERAK,KINTA UTARA,31650,true
AEA2050,SEKOLAH MENENGAH KEBANGSAAN SERI AMPANG,SMK,PERAK,KINTA UTARA,31350,true
AEA2051,SEKOLAH MENENGAH KEBANGSAAN JALAN TASEK,SMK,PERAK,KINTA UTARA,31400,true
AEA2052,SEKOLAH MENENGAH KEBANGSAAN SIMPANG PULAI,SMK,PERAK,KINTA UTARA,31300,true
AEA2053,SEKOLAH MENENGAH KEBANGSAAN LAHAT,SMK,PERAK,KINTA UTARA,31500,true
AEA2054,SEKOLAH MENENGAH KEBANGSAAN TASEK DAMAI,SMK,PERAK,KINTA UTARA,30010,true
AEA2055,SEKOLAH MENENGAH KEBANGSAAN TANJONG RAMBUTAN,SMK,PERAK,KINTA UTARA,31250,true
AEA2056,SEKOLAH MENENGAH KEBANGSAAN JELAPANG JAYA,SMK,PERAK,KINTA UTARA,30020,true
AEA2057,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN,SMK,PERAK,KINTA UTARA,31500,true
AEA2058,SEKOLAH MENENGAH KEBANGSAAN BERCHAM,SMK,PERAK,KINTA UTARA,31400,true
AEA2059,SEKOLAH MENENGAH KEBANGSAAN PUSING,SMK,PERAK,KINTA UTARA,31000,true
AEA2060,SEKOLAH MENENGAH KEBANGSAAN BUNTONG,SMK,PERAK,KINTA UTARA,30100,true
AEA2061,SEKOLAH MENENGAH KEBANGSAAN WIRA JAYA,SMK,PERAK,KINTA UTARA,31350,true
AEA2062,SEKOLAH MENENGAH KEBANGSAAN JATI,SMK,PERAK,KINTA UTARA,30020,true
AEA2063,SEKOLAH MENENGAH KEBANGSAAN PINJI,SMK,PERAK,KINTA UTARA,31650,true
AEA2065,SEKOLAH MENENGAH KEBANGSAAN RAPAT SETIA,SMK,PERAK,KINTA UTARA,31350,true
AEA2066,SEKOLAH MENENGAH KEBANGSAAN TAMBUN,SMK,PERAK,KINTA UTARA,31400,true
AEA2067,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU PUTRA,SMK,PERAK,KINTA UTARA,31400,true
AEA2302,SEKOLAH MENENGAH KEBANGSAAN ULU KINTA,SMK,PERAK,KINTA UTARA,31150,true
AEA3038,SEKOLAH MENENGAH KEBANGSAAN PANGLIMA BUKIT GANTANG,SMK,PERAK,KRIAN,34200,true
AEA3039,SEKOLAH MENENGAH KEBANGSAAN SRI PERAK,SMK,PERAK,KRIAN,34200,true
AEA3040,SEKOLAH MENENGAH KEBANGSAAN ALANG ISKANDAR,SMK,PERAK,KRIAN,34300,true
AEA3041,SEKOLAH MENENGAH KEBANGSAAN ALOR PONGSU,SMK,PERAK,KRIAN,34300,true
AEA3086,SEKOLAH MENENGAH KEBANGSAAN RAJA LOPE NOR RASHID,SMK,PERAK,KRIAN,34250,true
AEA3087,SEKOLAH MENENGAH KEBANGSAAN KUALA KURAU,SMK,PERAK,KRIAN,34350,true
AEA3088,SEKOLAH MENENGAH KEBANGSAAN ABU BAKAR AL-BAQIR,SMK,PERAK,KRIAN,34300,true
AEA3089,SEKOLAH MENENGAH KEBANGSAAN GUNUNG SEMANGGOL,SMK,PERAK,KRIAN,34400,true
AEA3090,SEKOLAH MENENGAH KEBANGSAAN PEKAN BARU,SMK,PERAK,KRIAN,34200,true
AEA3091,SEKOLAH MENENGAH KEBANGSAAN SELINSING,SMK,PERAK,KRIAN,34400,true
AEA4082,SEKOLAH MENENGAH KEBANGSAAN BUKIT MERCHU,SMK,PERAK,KUALA KANGSAR,33000,true
AEA4083,SEKOLAH MENENGAH KEBANGSAAN TEMENGGONG,SMK,PERAK,KUALA KANGSAR,33020,true
AEA4085,SEKOLAH MENENGAH KEBANGSAAN TOH MUDA ABDUL AZIZ SUNGAI SIPUT (U),SMK,PERAK,KUALA KANGSAR,31100,true
AEA4086,SEKOLAH MENENGAH KEBANGSAAN SIMPANG BELURU,SMK,PERAK,KUALA KANGSAR,33600,true
AEA4087,SEKOLAH SENI MALAYSIA PERAK,SENI,PERAK,KUALA KANGSAR,31100,true
AEA4131,SEKOLAH MENENGAH KEBANGSAAN RLKT LASAH,SMK,PERAK,KUALA KANGSAR,31120,true
AEA4141,SEKOLAH MENENGAH KEBANGSAAN SAYONG,SMK,PERAK,KUALA KANGSAR,33040,true
AEA4142,SEKOLAH MENENGAH KEBANGSAAN BAWONG,SMK,PERAK,KUALA KANGSAR,31100,true
AEA5072,SEKOLAH MENENGAH KEBANGSAAN SUNGAI MANIK,SMK,PERAK,HILIR PERAK,36000,true
AEA5073,SEKOLAH MENENGAH KEBANGSAAN SERI PERAK,SMK,PERAK,HILIR PERAK,36000,true
AEA5074,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDULLAH,SMK,PERAK,HILIR PERAK,36600,true
AEA5078,SEKOLAH MENENGAH KEBANGSAAN ABDUL RAHMAN TALIB,SMK,PERAK,HILIR PERAK,36000,true
AEA5079,SEKOLAH MENENGAH KEBANGSAAN SERI SETIA,SMK,PERAK,HILIR PERAK,36000,true
AEA5080,SEKOLAH MENENGAH KEBANGSAAN SERI KANDI,SMK,PERAK,HILIR PERAK,36000,true
AEA5084,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG BAHAGIA,SMK,PERAK,HILIR PERAK,36000,true
AEA6048,SEKOLAH MENENGAH KEBANGSAAN DOKTOR BURHANUDDIN,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEA6049,SEKOLAH MENENGAH KEBANGSAAN SUNGAI BAYOR,SMK,PERAK,LARUT/MATANG/SELAMA,34140,true
AEA6050,SEKOLAH MENENGAH SAINS RAJA TUN AZLAN SHAH,SBP,PERAK,LARUT/MATANG/SELAMA,34000,true
AEA6051,SEKOLAH MENENGAH KEBANGSAAN SIMPANG,SMK,PERAK,LARUT/MATANG/SELAMA,34700,true
AEA6052,SEKOLAH MENENGAH KEBANGSAAN KAMUNTING,SMK,PERAK,LARUT/MATANG/SELAMA,34600,true
AEA6053,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN AHMAD RASDI,SMK,PERAK,LARUT/MATANG/SELAMA,34850,true
AEA6054,SEKOLAH MENENGAH KEBANGSAAN JELAI,SMK,PERAK,LARUT/MATANG/SELAMA,34520,true
AEA6055,SEKOLAH MENENGAH KEBANGSAAN TAMAN TASIK,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEA6056,SEKOLAH MENENGAH KEBANGSAAN BUKIT JANA,SMK,PERAK,LARUT/MATANG/SELAMA,34600,true
AEA6057,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG JAMBU,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEA6058,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN AUR,SMK,PERAK,LARUT/MATANG/SELAMA,34850,true
AEA6059,SEKOLAH MENENGAH KEBANGSAAN TAMAN PANGLIMA,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEA6060,SEKOLAH MENENGAH KEBANGSAAN KUBU GAJAH,SMK,PERAK,LARUT/MATANG/SELAMA,34130,true
AEA6061,SEKOLAH MENENGAH KEBANGSAAN MATANG,SMK,PERAK,LARUT/MATANG/SELAMA,34750,true
AEA6062,SEKOLAH MENENGAH KEBANGSAAN KLIAN PAUH,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEA6063,SEKOLAH MENENGAH KEBANGSAAN TOH JOHAN,SMK,PERAK,LARUT/MATANG/SELAMA,34800,true
AEA6158,SEKOLAH MENENGAH KEBANGSAAN REDANG PANJANG,MODEL KHAS,PERAK,LARUT/MATANG/SELAMA,34510,true
AEA6159,SEKOLAH MENENGAH KEBANGSAAN KAMPONG PERAK,SMK,PERAK,LARUT/MATANG/SELAMA,34500,true
AEA6160,SEKOLAH MENENGAH KEBANGSAAN KAMUNTING BAKTI,SMK,PERAK,LARUT/MATANG/SELAMA,34600,true
AEA7001,SEKOLAH MENENGAH KEBANGSAAN TAN SRI ABDUL AZIZ,SMK,PERAK,HULU PERAK,33400,true
AEA7002,SEKOLAH MENENGAH KEBANGSAAN BERSIA (FELDA),SMK,PERAK,HULU PERAK,33320,true
AEA7003,SEKOLAH MENENGAH KEBANGSAAN SULTAN AZLAN SHAH,SMK,PERAK,HULU PERAK,33400,true
AEA7004,SEKOLAH MENENGAH KEBANGSAAN DATO SERI WAN MOHAMED,SMK,PERAK,HULU PERAK,33310,true
AEA7005,SEKOLAH MENENGAH KEBANGSAAN KENERING,SMK,PERAK,HULU PERAK,33300,true
AEA7006,SEKOLAH MENENGAH KEBANGSAAN GERIK,SMK,PERAK,HULU PERAK,33300,true
AEA7007,SEKOLAH MENENGAH KEBANGSAAN PENGKALAN HULU,SMK,PERAK,HULU PERAK,33100,true
AEA7008,SEKOLAH MENENGAH KEBANGSAAN BATU 4,SMK,PERAK,HULU PERAK,33300,true
AEA7009,SEKOLAH MENENGAH KEBANGSAAN SERI BUDIMAN,SMK,PERAK,HULU PERAK,33300,true
AEA8001,SEKOLAH MENENGAH KEBANGSAAN SULTAN MUHAMMAD SHAH,SMK,PERAK,PERAK TENGAH,32800,true
AEA8002,SEKOLAH MENENGAH KEBANGSAAN SULTAN MUZAFAR SHAH 1,SMK,PERAK,PERAK TENGAH,32600,true
AEA8003,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL JALIL SHAH,SMK,PERAK,PERAK TENGAH,36000,true
AEA8004,SEKOLAH MENENGAH KEBANGSAAN LAYANG-LAYANG KIRI,SMK,PERAK,PERAK TENGAH,32800,true
AEA8005,SEKOLAH MENENGAH KEBANGSAAN CHANGKAT LADA,SMK,PERAK,PERAK TENGAH,36800,true
AEA8006,SEKOLAH MENENGAH KEBANGSAAN LAMBOR KIRI,SMK,PERAK,PERAK TENGAH,32900,true
AEA8007,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RANGGAM,SMK,PERAK,PERAK TENGAH,36810,true
AEA8008,SEKOLAH MENENGAH KEBANGSAAN SERI ISKANDAR,SMK,PERAK,PERAK TENGAH,32610,true
AEA8009,SEKOLAH MENENGAH KEBANGSAAN SERI LONDANG,SMK,PERAK,PERAK TENGAH,32600,true
AEA9001,SEKOLAH MENENGAH KEBANGSAAN SRI KAMPAR,SMK,PERAK,KINTA SELATAN,31900,true
AEA9002,SEKOLAH MENENGAH KEBANGSAAN SENTOSA,SMK,PERAK,KINTA SELATAN,31900,true
AEA9003,SEKOLAH MENENGAH KEBANGSAAN SERI TEJA,SMK,PERAK,KINTA SELATAN,31600,true
AEAA001,SEKOLAH MENENGAH KEBANGSAAN KHIR JOHARI,SMK,PERAK,MUALLIM,35900,true
AEAA002,SEKOLAH MENENGAH KEBANGSAAN SLIM,SMK,PERAK,MUALLIM,35800,true
AEAA003,SEKOLAH MENENGAH KEBANGSAAN BANDAR BEHRANG 2020,SMK,PERAK,MUALLIM,35900,true
AEAA004,SEKOLAH MENENGAH KEBANGSAAN PROTON CITY,SMK,PERAK,MUALLIM,35900,true
AEAB001,SEKOLAH MENENGAH KEBANGSAAN ULU BERNAM,SMK,PERAK,BAGAN DATUK,36500,true
AEAB002,SEKOLAH MENENGAH KEBANGSAAN HUTAN MELINTANG,SMK,PERAK,BAGAN DATUK,36400,true
AEAB003,SEKOLAH MENENGAH SAINS TELOK INTAN,SBP,PERAK,BAGAN DATUK,36000,true
AEAB004,SEKOLAH MENENGAH KEBANGSAAN SERI PERKASA,SMK,PERAK,BAGAN DATUK,36400,true
AEAB005,SEKOLAH MENENGAH KEBANGSAAN RUNGKUP,SMK,PERAK,BAGAN DATUK,36200,true
AEAB006,SEKOLAH MENENGAH SAINS BAGAN DATOH,SBP,PERAK,BAGAN DATUK,36100,true
AEB0035,SEKOLAH MENENGAH KEBANGSAAN BUYONG ADIL,SMK,PERAK,BATANG PADANG,35000,true
AEB0036,SEKOLAH MENENGAH KEBANGSAAN SRI TAPAH,SMK,PERAK,BATANG PADANG,35000,true
AEB0038,SEKOLAH MENENGAH KEBANGSAAN CHOONG HUA,SMK,PERAK,BATANG PADANG,35500,true
AEB1027,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,PERAK,MANJUNG,32000,true
AEB1031,SEKOLAH MENENGAH KEBANGSAAN NAN HWA,SMK,PERAK,MANJUNG,32000,true
AEB1033,SEKOLAH MENENGAH KEBANGSAAN DINDINGS,SMK,PERAK,MANJUNG,32200,true
AEB1034,SEKOLAH MENENGAH KEBANGSAAN AYER TAWAR,SMK,PERAK,MANJUNG,32400,true
AEB1036,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PERAK,MANJUNG,32400,true
AEB2043,SEKOLAH MENENGAH KEBANGSAAN ANDERSON,SMK,PERAK,KINTA UTARA,30450,true
AEB2044,SEKOLAH MENENGAH KEBANGSAAN ST. MICHAEL,SMK,PERAK,KINTA UTARA,30000,true
AEB2045,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),SMK,PERAK,KINTA UTARA,30200,true
AEB2046,SEKOLAH MENENGAH KEBANGSAAN RAJA PEREMPUAN,SMK,PERAK,KINTA UTARA,30250,true
AEB2047,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN METHODIST,SMK,PERAK,KINTA UTARA,30250,true
AEB2048,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,PERAK,KINTA UTARA,30000,true
AEB2049,SEKOLAH MENENGAH KEBANGSAAN TARCISIAN CONVENT,SMK,PERAK,KINTA UTARA,30100,true
AEB2050,SEKOLAH TUANKU ABDUL RAHMAN,SBP,PERAK,KINTA UTARA,31400,true
AEB2051,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN PERAK,SMK,PERAK,KINTA UTARA,30250,true
AEB2052,SEKOLAH MENENGAH KEBANGSAAN AVE MARIA CONVENT,SMK,PERAK,KINTA UTARA,30250,true
AEB2053,SEKOLAH MENENGAH KEBANGSAAN SAM TET,SMK,PERAK,KINTA UTARA,30300,true
AEB2054,SEKOLAH MENENGAH KEBANGSAAN POI LAM,SMK,PERAK,KINTA UTARA,31200,true
AEB2055,SEKOLAH MENENGAH KEBANGSAAN YUK CHOY,SMK,PERAK,KINTA UTARA,30010,true
AEB2056,SEKOLAH MENENGAH KEBANGSAAN SERI INTAN,SMK,PERAK,KINTA UTARA,31400,true
AEB2057,SEKOLAH MENENGAH KEBANGSAAN SRI PUTERI,SMK,PERAK,KINTA UTARA,30200,true
AEB2058,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PARI,SMK,PERAK,KINTA UTARA,30200,true
AEB2059,KOLEJ TINGKATAN ENAM SERI PUTERA,KT6,PERAK,KINTA UTARA,31400,true
AEB2060,SEKOLAH MENENGAH KEBANGSAAN DR MEGAT KHAS,SMK,PERAK,KINTA UTARA,30100,true
AEB2061,KOLEJ TINGKATAN ENAM SERI IPOH,KT6,PERAK,KINTA UTARA,30200,true
AEB2062,SEKOLAH MENENGAH KEBANGSAAN MENGLEMBU,SMK,PERAK,KINTA UTARA,31450,true
AEB2063,SEKOLAH MENENGAH KEBANGSAAN SULTAN YUSSUF,SMK,PERAK,KINTA SELATAN,31000,true
AEB2064,SEKOLAH MENENGAH KEBANGSAAN ST. BERNADETTE'S CONVENT,SMK,PERAK,KINTA SELATAN,31000,true
AEB2065,SEKOLAH MENENGAH KEBANGSAAN YUK KWAN,SMK,PERAK,KINTA SELATAN,31000,true
AEB3041,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PERAK,KRIAN,34200,true
AEB3042,SEKOLAH MENENGAH KEBANGSAAN KRIAN,SMK,PERAK,KRIAN,34200,true
AEB3043,SEKOLAH MENENGAH KEBANGSAAN SRI KURAU,SMK,PERAK,KRIAN,34300,true
AEB3044,SEKOLAH MENENGAH KEBANGSAAN BAGAN SERAI,SMK,PERAK,KRIAN,34300,true
AEB4072,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA MUSA,SMK,PERAK,KUALA KANGSAR,33007,true
AEB4073,SEKOLAH MENENGAH KEBANGSAAN TSUNG WAH,SMK,PERAK,KUALA KANGSAR,33000,true
AEB4074,KOLEJ MELAYU KUALA KANGSAR,SBP,PERAK,KUALA KANGSAR,33000,true
AEB4075,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PERAK,KUALA KANGSAR,31100,true
AEB4076,SEKOLAH MENENGAH KEBANGSAAN SHING CHUNG,SMK,PERAK,KUALA KANGSAR,31100,true
AEB4077,SEKOLAH MENENGAH KEBANGSAAN DATUK HJ ABD WAHAB,SMK,PERAK,KUALA KANGSAR,31100,true
AEB5165,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL AZIZ,SMK,PERAK,HILIR PERAK,36007,true
AEB5166,SEKOLAH MENENGAH KEBANGSAAN RAJA MUDA MUSA,SMK,PERAK,HILIR PERAK,36000,true
AEB5167,SEKOLAH MENENGAH KEBANGSAAN ST. ANTHONY,SMK,PERAK,HILIR PERAK,36008,true
AEB5168,SEKOLAH MENENGAH KEBANGSAAN HORLEY METHODIST,SMK,PERAK,HILIR PERAK,36000,true
AEB5169,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,PERAK,HILIR PERAK,36007,true
AEB5170,SEKOLAH MENENGAH KEBANGSAAN SAN MIN,SMK,PERAK,HILIR PERAK,36000,true
AEB6051,SEKOLAH MENENGAH KEBANGSAAN ST. GEORGE,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEB6052,SEKOLAH MENENGAH KEBANGSAAN (P) TREACHER METHODIST,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEB6053,SEKOLAH MENENGAH KEBANGSAAN CONVENT,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEB6054,SEKOLAH MENENGAH KEBANGSAAN HUA LIAN,SMK,PERAK,LARUT/MATANG/SELAMA,34008,true
AEB6055,SEKOLAH MENENGAH KEBANGSAAN SRI KOTA,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEB6056,SEKOLAH MENENGAH KEBANGSAAN DARUL RIDWAN,SMK,PERAK,LARUT/MATANG/SELAMA,34007,true
AEB9001,SEKOLAH MENENGAH KEBANGSAAN KAMPAR,SMK,PERAK,KINTA SELATAN,31900,true
AEB9002,SEKOLAH MENENGAH KEBANGSAAN PEI YUAN,SMK,PERAK,KINTA SELATAN,31900,true
AEBA001,SEKOLAH MENENGAH KEBANGSAAN METHODIST,SMK,PERAK,MUALLIM,35900,true
AEBA002,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,SMK,PERAK,MUALLIM,35900,true
AEE0037,SEKOLAH MENENGAH KEBANGSAAN DATO' PANGLIMA PERANG KIRI,SMK,PERAK,BATANG PADANG,35400,true
AEE0039,SEKOLAH MENENGAH KEBANGSAAN SYEIKH ABDUL GHANI,SMK,PERAK,BATANG PADANG,35500,true
AEE0040,SEKOLAH MENENGAH KEBANGSAAN SUNGKAI,SMK,PERAK,BATANG PADANG,35600,true
AEE1026,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),SMK,PERAK,MANJUNG,32000,true
AEE1030,SEKOLAH MENENGAH KEBANGSAAN TOK PERDANA,SMK,PERAK,MANJUNG,32000,true
AEE1032,SEKOLAH MENENGAH KEBANGSAAN RAJA SHAHRIMAN,SMK,PERAK,MANJUNG,32700,true
AEE1036,SEKOLAH MENENGAH KEBANGSAAN AMBROSE,SMK,PERAK,MANJUNG,32400,true
AEE1037,SEKOLAH MENENGAH KEBANGSAAN PANGKOR,SMK,PERAK,MANJUNG,32300,true
AEE1038,SEKOLAH MENENGAH KEBANGSAAN DATO' IDRIS,SMK,PERAK,MANJUNG,34900,true
AEE2066,SEKOLAH MENENGAH KEBANGSAAN TOH INDERA WANGSA AHMAD,SMK,PERAK,KINTA SELATAN,31007,true
AEE2071,SEKOLAH MENENGAH KEBANGSAAN AMINUDDIN BAKI,SMK,PERAK,KINTA UTARA,31200,true
AEE2072,SEKOLAH MENENGAH KEBANGSAAN DATO' BENDAHARA C M YUSUF,SMK,PERAK,KINTA SELATAN,31800,true
AEE2073,SEKOLAH MENENGAH KEBANGSAAN TRONOH,SMK,PERAK,KINTA SELATAN,31750,true
AEE3045,SEKOLAH MENENGAH KEBANGSAAN MUDZAFFAR SHAH,SMK,PERAK,KRIAN,34400,true
AEE4070,SEKOLAH MENENGAH KEBANGSAAN CLIFFORD,SMK,PERAK,KUALA KANGSAR,33009,true
AEE4071,SEKOLAH MENENGAH KEBANGSAAN RAJA PEREMPUAN KELSOM,SMK,PERAK,KUALA KANGSAR,33000,true
AEE4079,SEKOLAH MENENGAH KEBANGSAAN SULTAN TAJUL ARIFFIN,SMK,PERAK,KUALA KANGSAR,33800,true
AEE4081,SEKOLAH MENENGAH KEBANGSAAN TUN PERAK,SMK,PERAK,KUALA KANGSAR,33700,true
AEE5171,SEKOLAH MENENGAH KEBANGSAAN DATO' SAGOR,SMK,PERAK,HILIR PERAK,36700,true
AEE6050,SEKOLAH MENENGAH KEBANGSAAN KING EDWARD VII,SMK,PERAK,LARUT/MATANG/SELAMA,34000,true
AEE6058,SEKOLAH MENENGAH KEBANGSAAN DATO KAMARUDDIN,SMK,PERAK,LARUT/MATANG/SELAMA,34500,true
AEE6059,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ HUSSEIN,SMK,PERAK,LARUT/MATANG/SELAMA,34100,true
AEE6060,SEKOLAH MENENGAH KEBANGSAAN TAT BENG,SMK,PERAK,LARUT/MATANG/SELAMA,34800,true
AEE6061,SEKOLAH MENENGAH KEBANGSAAN TENGKU MENTERI,SMK,PERAK,LARUT/MATANG/SELAMA,34850,true
AEE7031,SEKOLAH MENENGAH KEBANGSAAN DATO AHMAD,SMK,PERAK,HULU PERAK,33400,true
AEE7032,SEKOLAH MENENGAH KEBANGSAAN SULTAN IDRIS SHAH II,SMK,PERAK,HULU PERAK,33300,true
AEE7033,SEKOLAH MENENGAH KEBANGSAAN TUN SABAN,SMK,PERAK,HULU PERAK,33100,true
AEE8701,SEKOLAH MENENGAH KEBANGSAAN ISKANDAR SHAH,SMK,PERAK,PERAK TENGAH,32800,true
AEE8702,SEKOLAH MENENGAH KEBANGSAAN DATO' ABDUL RAHMAN YAAKUB,SMK,PERAK,PERAK TENGAH,32600,true
AEE8703,SEKOLAH MENENGAH KEBANGSAAN DATO' SERI MAHARAJA LELA,SMK,PERAK,PERAK TENGAH,36800,true
AEE9001,SEKOLAH MENENGAH KEBANGSAAN IDRIS SHAH,SMK,PERAK,KINTA SELATAN,31600,true
AEE9003,SEKOLAH MENENGAH KEBANGSAAN MALIM NAWAR,SMK,PERAK,KINTA SELATAN,31700,true
AEE9004,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),SMK,PERAK,KINTA SELATAN,31900,true
AEEA001,SEKOLAH MENENGAH KEBANGSAAN DATO ZULKIFLI MUHAMMAD,SMK,PERAK,MUALLIM,35800,true
AEEB001,SEKOLAH MENENGAH KEBANGSAAN KHIR JOHARI,SMK,PERAK,BAGAN DATUK,36300,true
AEEB002,SEKOLAH MENENGAH KEBANGSAAN TUN ABD RAZAK,SMK,PERAK,BAGAN DATUK,36200,true
AEEB003,SEKOLAH MENENGAH KEBANGSAAN SERI MUARA,SMK,PERAK,BAGAN DATUK,36100,true
AFA2001,MAAHAD TAHFIZ AL-QURAN & AKADEMIK BAKIP (MATAQAB),SM SABK,PERAK,KINTA UTARA,30020,true
AFA2002,SEKOLAH IZZUDDIN SHAH,SM SABK,PERAK,KINTA UTARA,31400,true
AFA2003,SEKOLAH RAJA PEREMPUAN TAAYAH,SM SABK,PERAK,KINTA UTARA,30350,true
AFA8001,SEKOLAH MENENGAH RAJA DR. NAZRIN SHAH,SM SABK,PERAK,PERAK TENGAH,36800,true
AFT0001,SMA DAERAH BATANG PADANG,SM SABK,PERAK,BATANG PADANG,35500,true
AFT1001,MAAHAD ISLAHIAH ADDINIAH,SM SABK,PERAK,MANJUNG,32020,true
AFT2001,MAAHAD AL-IMAM ASY SYAFIEE,SM SABK,PERAK,KINTA UTARA,30020,true
AFT2002,SABK MAAHAD AL-UMMAH,SM SABK,PERAK,KINTA UTARA,31200,true
AFT3001,SEKOLAH MENENGAH AGAMA AL-HIDAYAH,SM SABK,PERAK,KRIAN,34350,true
AFT3003,SMA SHAMSUL MAARIF AL WATANIAH,SM SABK,PERAK,KRIAN,34250,true
AFT3004,SEKOLAH MENENGAH AGAMA AL FALAH,SM SABK,PERAK,KRIAN,34250,true
AFT3005,MAAHAD AL EHYA ASSHARIFF,SM SABK,PERAK,KRIAN,34400,true
AFT3006,MA'AHAD AR-RIDHWAN,SM SABK,PERAK,KRIAN,34300,true
AFT4001,SEKOLAH MENENGAH AGAMA AD-DINIAH AL-ISLAMIAH,SM SABK,PERAK,KUALA KANGSAR,33700,true
